D,string,ar,latcent,kurtosis,area,form
D,1964-01-11 18:00:00,2.2372,83.724,0.20252,26981000.0,D
D,1964-01-12 18:00:00,2.204,84.635,0.34292,26144000.0,D
D,1964-01-13 18:00:00,1.97,85.143,0.34746,25083000.0,D
D,1964-01-14 18:00:00,1.8367,84.183,0.19978,25025000.0,D
D,1964-01-15 18:00:00,1.5343,83.712,0.18275,25479000.0,D
D,1964-01-16 18:00:00,1.4037,83.174,0.13834,25996000.0,D
D,1964-01-17 18:00:00,1.4246,81.819,0.12183,27901000.0,D
D,1964-01-18 18:00:00,1.5116,81.629,0.1163,29227000.0,D
D,1964-01-19 18:00:00,1.6141,82.766,0.12241,29263000.0,D
D,1964-01-20 18:00:00,1.7195,82.06,0.17815,29613000.0,D
D,1964-01-21 18:00:00,1.7714,81.232,0.16656,28503000.0,D
D,1964-01-22 18:00:00,1.632,81.581,0.15457,27495000.0,D
D,1964-01-23 18:00:00,1.4525,81.245,0.16272,27431000.0,D
D,1964-01-24 18:00:00,1.2583,79.55,0.16154,27689000.0,D
D,1964-01-25 18:00:00,1.2672,78.458,0.17015,28352000.0,D
D,1964-01-26 18:00:00,1.2233,78.139,0.15951,28036000.0,D
D,1964-01-27 18:00:00,1.117,77.927,0.15421,26936000.0,D
D,1964-01-28 18:00:00,1.1309,79.488,0.1516,24382000.0,D
D,1964-01-29 18:00:00,1.1881,80.11,0.15914,24895000.0,D
D,1964-01-30 18:00:00,1.1715,82.1,0.15464,24071000.0,D
D,1964-01-31 18:00:00,1.2774,83.243,0.14306,22942000.0,D
D,1964-02-01 18:00:00,1.2886,83.672,0.15999,23701000.0,D
D,1964-02-02 18:00:00,1.4135,84.263,0.16217,22610000.0,D
D,1964-02-03 18:00:00,1.5305,84.755,0.17544,20908000.0,D
D,1964-02-04 18:00:00,1.5192,83.746,0.20693,21875000.0,D
D,1964-02-05 18:00:00,1.4095,82.788,0.1829,22196000.0,D
D,1964-02-06 18:00:00,1.3892,83.326,0.17532,21675000.0,D
D,1964-02-07 18:00:00,1.3599,83.03,0.16496,22442000.0,D
D,1964-02-08 18:00:00,1.4146,83.599,0.14909,22872000.0,D
D,1964-02-09 18:00:00,1.3422,83.591,0.13219,23367000.0,D
D,1964-02-10 18:00:00,1.3503,83.152,0.13546,23691000.0,D
D,1964-02-11 18:00:00,1.4479,81.82,0.1226,24717000.0,D
D,1964-02-12 18:00:00,1.5309,80.77,0.11344,24428000.0,D
D,1964-02-13 18:00:00,1.5119,79.869,0.12609,25061000.0,D
D,1964-02-14 18:00:00,1.3925,81.072,0.12449,24609000.0,D
D,1964-02-15 18:00:00,1.2591,83.761,0.14256,23212000.0,D
D,1964-02-16 18:00:00,1.2042,84.911,0.1416,22821000.0,D
D,1964-02-17 18:00:00,1.1939,84.653,0.13465,22002000.0,D
D,1964-02-18 18:00:00,1.1601,83.069,0.12684,21673000.0,D
D,1964-02-19 18:00:00,1.1701,80.977,0.13662,22621000.0,D
D,1964-02-20 18:00:00,1.2124,80.085,0.13639,23128000.0,D
D,1964-02-21 18:00:00,1.2932,78.587,0.14049,24431000.0,D
D,1964-02-22 18:00:00,1.364,77.314,0.12918,25358000.0,D
D,1964-02-23 18:00:00,1.2659,77.712,0.15749,23536000.0,D
D,1964-02-24 18:00:00,1.2048,78.104,0.13596,23605000.0,D
D,1964-02-25 18:00:00,1.115,79.121,0.13584,22708000.0,D
D,1964-02-26 18:00:00,1.3797,78.636,0.14271,23378000.0,D
D,1964-02-27 18:00:00,1.6231,78.221,0.15604,24183000.0,D
D,1964-02-28 18:00:00,1.8265,78.484,0.19896,23290000.0,D
D,1964-02-29 18:00:00,1.8321,76.937,0.30181,24252000.0,D
D,1964-03-01 18:00:00,1.7774,75.24,0.33251,24536000.0,D
D,1964-03-02 18:00:00,1.5053,73.148,0.32559,24583000.0,D
D,1964-03-03 18:00:00,1.3037,72.042,0.2374,25263000.0,D
D,1964-03-04 18:00:00,1.2121,71.236,0.20939,27628000.0,D
D,1964-03-05 18:00:00,1.2781,70.669,0.20403,29698000.0,D
D,1964-03-06 18:00:00,1.2657,70.173,0.18779,29687000.0,D
D,1964-03-07 18:00:00,1.1953,70.78,0.17387,27719000.0,D
D,1964-03-08 18:00:00,1.2363,71.068,0.18474,27790000.0,D
D,1964-03-09 18:00:00,1.297,69.514,0.22519,32162000.0,D
D,1964-03-10 18:00:00,1.3597,68.31,0.27628,33297000.0,D
D,1964-03-11 18:00:00,1.4285,68.25,0.25539,30656000.0,D
D,1964-03-12 18:00:00,1.4628,69.571,0.2203,26669000.0,D
D,1964-03-13 18:00:00,1.5028,71.22,0.19159,22855000.0,D
D,1964-03-14 18:00:00,1.5902,68.867,0.21896,27631000.0,D
D,1964-03-15 18:00:00,1.9673,66.357,0.36872,40260000.0,D
D,1964-03-16 18:00:00,2.1958,66.11,0.48032,46077000.0,D
D,1964-03-17 18:00:00,2.0002,66.224,0.94595,51268000.0,D
D,1964-03-18 18:00:00,1.3506,65.36,2.208,70720000.0,D
D,1964-03-19 18:00:00,1.0332,67.753,1.5067,105340000.0,D
D,1964-03-20 18:00:00,1.0269,80.199,0.13724,145860000.0,D
D,1964-03-21 18:00:00,1.0152,81.488,0.073138,148320000.0,D
D,1964-03-22 18:00:00,1.0452,74.087,0.45991,109120000.0,D
D,1964-03-23 18:00:00,1.0355,77.177,0.29552,112500000.0,D
D,1964-03-24 18:00:00,1.0595,73.259,0.4266,112070000.0,D
D,1964-03-25 18:00:00,1.0184,71.769,0.41445,110660000.0,D
D,1964-03-26 18:00:00,1.0593,74.865,0.17892,110910000.0,D
D,1964-03-27 18:00:00,1.0831,78.925,0.0085354,111170000.0,D
D,1964-03-28 18:00:00,1.1013,79.7,-0.033185,110830000.0,D
D,1964-03-29 18:00:00,1.0923,76.881,0.019614,110890000.0,D
D,1964-03-30 18:00:00,1.0325,85.882,-0.097988,160720000.0,D
D,1964-03-31 18:00:00,1.0821,78.549,-0.091918,111820000.0,D
D,1964-04-01 18:00:00,1.0702,80.363,-0.13701,112510000.0,D
D,1964-04-02 18:00:00,1.0116,86.631,-0.20792,112080000.0,D
D,1964-04-03 18:00:00,1.033,85.851,-0.19516,112730000.0,D
D,1964-04-04 18:00:00,1.0353,86.863,-0.11395,159040000.0,D
D,1964-04-05 18:00:00,1.0151,87.245,-0.10769,159550000.0,D
D,1964-04-06 18:00:00,1.0144,83.438,-0.17203,115610000.0,D
D,1964-04-07 18:00:00,1.0558,87.236,-0.20474,116180000.0,D
D,1964-04-08 18:00:00,1.1251,84.679,-0.19961,114650000.0,D
D,1964-04-09 18:00:00,1.1633,86.207,-0.22074,114820000.0,D
D,1964-04-10 18:00:00,1.2222,85.024,-0.22394,110260000.0,D
D,1964-04-11 18:00:00,1.0309,85.471,-0.17074,113380000.0,D
D,1964-04-12 18:00:00,1.1653,88.155,-0.20968,107160000.0,D
D,1964-04-13 18:00:00,1.0809,86.45,-0.078376,149010000.0,D
D,1964-04-14 18:00:00,1.358,83.497,-0.20711,100650000.0,D
D,1964-04-15 18:00:00,1.2639,79.633,-0.10325,99007000.0,D
D,1964-04-16 18:00:00,1.1112,75.724,-0.025545,103320000.0,D
D,1964-04-17 18:00:00,1.1013,77.03,-0.071986,104570000.0,D
D,1964-04-18 18:00:00,1.2178,75.431,0.0013832,102100000.0,D
D,1964-04-19 18:00:00,1.1461,78.239,0.0096141,97904000.0,D
D,1964-04-20 18:00:00,1.1387,82.458,-0.066739,107550000.0,D
D,1964-04-21 18:00:00,1.1512,86.581,-0.12146,108480000.0,D
D,1964-04-22 18:00:00,1.0778,88.574,-0.034681,159800000.0,D
D,1964-04-23 18:00:00,1.185,87.712,-0.035318,158870000.0,D
D,1964-04-24 18:00:00,1.1431,88.346,-0.029221,155320000.0,D
D,1964-04-25 18:00:00,1.1093,86.026,-0.015207,156850000.0,D
D,1964-04-26 18:00:00,1.2501,84.466,-0.022789,150090000.0,D
D,1964-04-27 18:00:00,1.1676,84.974,0.0041658,153340000.0,D
D,1964-04-28 18:00:00,1.1124,83.558,0.029869,159350000.0,D
D,1964-04-29 18:00:00,1.0094,76.101,0.29113,98795000.0,D
D,1964-04-30 18:00:00,1.1154,69.993,0.5475,97260000.0,D
D,1964-05-01 18:00:00,1.375,69.108,0.54891,93704000.0,D
D,1964-05-02 18:00:00,1.0548,86.139,-0.0025275,157680000.0,D
D,1964-05-03 18:00:00,1.0451,87.535,-0.03735,156980000.0,D
D,1964-05-04 18:00:00,1.3342,85.907,-0.11349,108980000.0,D
D,1964-05-05 18:00:00,1.3398,78.561,-0.056896,114420000.0,D
D,1964-05-06 18:00:00,1.0453,88.32,-0.042596,161780000.0,D
D,1964-05-07 18:00:00,1.0227,89.215,-0.038639,162230000.0,D
D,1964-05-08 18:00:00,1.2447,79.783,-0.032962,108060000.0,D
D,1964-05-09 18:00:00,1.2466,72.441,0.17054,103110000.0,D
D,1964-05-10 18:00:00,1.3866,64.831,0.48269,97896000.0,D
D,1964-05-11 18:00:00,1.1922,63.32,0.79066,95911000.0,D
D,1964-05-12 18:00:00,1.025,85.123,-0.033427,160510000.0,D
D,1964-05-13 18:00:00,1.0366,87.489,-0.058296,160110000.0,D
D,1964-05-14 18:00:00,1.0215,88.956,-0.075135,158420000.0,D
D,1964-05-15 18:00:00,1.032,88.519,-0.081724,158470000.0,D
D,1964-05-16 18:00:00,1.0166,87.291,-0.075928,157900000.0,D
D,1964-05-17 18:00:00,1.0169,85.564,-0.066406,157060000.0,D
D,1964-05-18 18:00:00,1.0169,85.029,-0.066694,156080000.0,D
D,1964-05-19 18:00:00,1.011,85.141,-0.067061,157140000.0,D
D,1964-05-20 18:00:00,1.0477,72.311,0.12895,107320000.0,D
D,1964-05-21 18:00:00,1.0178,78.21,-0.05566,107620000.0,D
D,1964-05-22 18:00:00,1.0159,88.905,-0.086447,161210000.0,D
D,1964-05-23 18:00:00,1.0651,84.314,-0.1919,107450000.0,D
D,1964-05-24 18:00:00,1.0503,80.909,-0.14544,105780000.0,D
D,1964-05-25 18:00:00,1.0507,80.798,-0.13134,104570000.0,D
D,1964-05-26 18:00:00,1.0592,83.319,-0.18488,104880000.0,D
D,1964-05-27 18:00:00,1.0442,85.29,-0.20921,103830000.0,D
D,1964-05-28 18:00:00,1.0093,86.385,-0.21594,102170000.0,D
D,1964-05-29 18:00:00,1.0413,85.731,-0.21242,101060000.0,D
D,1964-05-30 18:00:00,1.0216,88.297,-0.10474,158570000.0,D
D,1964-05-31 18:00:00,1.0242,80.83,-0.15863,101480000.0,D
D,1964-06-01 18:00:00,1.0433,80.622,-0.15475,102150000.0,D
D,1964-06-02 18:00:00,1.0388,85.299,-0.22339,99868000.0,D
D,1964-06-03 18:00:00,1.0449,87.491,-0.23904,99613000.0,D
D,1964-06-04 18:00:00,1.017,83.359,-0.19923,99814000.0,D
D,1964-06-05 18:00:00,1.016,84.03,-0.20229,99258000.0,D
D,1964-06-06 18:00:00,1.0343,84.269,-0.20771,98283000.0,D
D,1964-06-07 18:00:00,1.0075,88.454,-0.10868,161890000.0,D
D,1964-06-08 18:00:00,1.0063,88.897,-0.11026,161410000.0,D
D,1964-06-09 18:00:00,1.0233,88.105,-0.24358,98830000.0,D
D,1964-06-10 18:00:00,1.0114,89.178,-0.11249,160690000.0,D
D,1964-06-11 18:00:00,1.0003,88.476,-0.10629,161280000.0,D
D,1964-06-12 18:00:00,1.0145,81.573,-0.18806,97092000.0,D
D,1964-06-13 18:00:00,1.0301,82.621,-0.19886,96355000.0,D
D,1964-06-14 18:00:00,1.0482,81.884,-0.19042,96921000.0,D
D,1964-06-15 18:00:00,1.0111,88.432,-0.1087,162170000.0,D
D,1964-06-16 18:00:00,1.0197,85.256,-0.23017,98408000.0,D
D,1964-06-17 18:00:00,1.0232,86.039,-0.23466,99083000.0,D
D,1964-06-18 18:00:00,1.0066,89.537,-0.11449,162140000.0,D
D,1964-06-19 18:00:00,1.0389,87.986,-0.25122,97201000.0,D
D,1964-06-20 18:00:00,1.0068,89.191,-0.25515,95928000.0,D
D,1964-06-21 18:00:00,1.0203,87.72,-0.25485,93553000.0,D
D,1964-06-22 18:00:00,1.0372,86.315,-0.24465,92992000.0,D
D,1964-06-23 18:00:00,1.0454,87.819,-0.25456,92895000.0,D
D,1964-06-24 18:00:00,1.0454,85.812,-0.24417,92583000.0,D
D,1964-06-25 18:00:00,1.0188,82.09,-0.20477,91162000.0,D
D,1964-06-26 18:00:00,1.0184,83.839,-0.22694,90837000.0,D
D,1964-06-27 18:00:00,1.0102,85.885,-0.24644,90584000.0,D
D,1964-06-28 18:00:00,1.0147,86.546,-0.25378,89223000.0,D
D,1964-06-29 18:00:00,1.0057,88.819,-0.26426,88770000.0,D
D,1964-06-30 18:00:00,1.0253,88.879,-0.26234,89612000.0,D
D,1964-07-01 18:00:00,1.0197,86.348,-0.25137,89932000.0,D
D,1964-07-02 18:00:00,1.006,85.244,-0.24318,88559000.0,D
D,1964-07-03 18:00:00,1.0119,85.964,-0.24814,88908000.0,D
D,1964-07-04 18:00:00,1.0154,86.825,-0.25499,87965000.0,D
D,1964-07-05 18:00:00,1.0064,89.194,-0.12096,162230000.0,D
D,1964-07-06 18:00:00,1.0357,85.314,-0.25163,84220000.0,D
D,1964-07-07 18:00:00,1.0388,86.471,-0.25939,84729000.0,D
D,1964-07-08 18:00:00,1.019,87.512,-0.26372,85417000.0,D
D,1964-07-09 18:00:00,1.0274,89.142,-0.26803,86171000.0,D
D,1964-07-10 18:00:00,1.0242,87.205,-0.26377,85081000.0,D
D,1964-07-11 18:00:00,1.0161,88.009,-0.26662,84280000.0,D
D,1964-07-12 18:00:00,1.0213,86.995,-0.26455,83803000.0,D
D,1964-07-13 18:00:00,1.0105,89.381,-0.1365,161480000.0,D
D,1964-07-14 18:00:00,1.005,88.139,-0.13427,161530000.0,D
D,1964-07-15 18:00:00,1.0034,87.696,-0.13109,161610000.0,D
D,1964-07-16 18:00:00,1.0148,85.671,-0.25707,79727000.0,D
D,1964-07-17 18:00:00,1.0031,88.816,-0.13498,161310000.0,D
D,1964-07-18 18:00:00,1.0072,87.28,-0.26656,80908000.0,D
D,1964-07-19 18:00:00,1.0074,86.984,-0.26615,79958000.0,D
D,1964-07-20 18:00:00,1.0215,87.319,-0.26976,78785000.0,D
D,1964-07-21 18:00:00,1.0131,88.58,-0.13723,161370000.0,D
D,1964-07-22 18:00:00,1.006,88.34,-0.13184,161000000.0,D
D,1964-07-23 18:00:00,1.0144,84.361,-0.24839,78428000.0,D
D,1964-07-24 18:00:00,1.0211,83.715,-0.24411,77635000.0,D
D,1964-07-25 18:00:00,1.0103,85.967,-0.26079,77348000.0,D
D,1964-07-26 18:00:00,1.0561,87.837,-0.27445,75612000.0,D
D,1964-07-27 18:00:00,1.0117,87.26,-0.27336,75435000.0,D
D,1964-07-28 18:00:00,1.0058,87.594,-0.27334,75368000.0,D
D,1964-07-29 18:00:00,1.0127,87.082,-0.27183,75367000.0,D
D,1964-07-30 18:00:00,1.0064,87.592,-0.2748,75627000.0,D
D,1964-07-31 18:00:00,1.0124,86.86,-0.27198,75574000.0,D
D,1964-08-01 18:00:00,1.0144,86.884,-0.27207,74772000.0,D
D,1964-08-02 18:00:00,1.0089,87.622,-0.27399,75977000.0,D
D,1964-08-03 18:00:00,1.0093,89.491,-0.27802,76151000.0,D
D,1964-08-04 18:00:00,1.0187,85.329,-0.26741,74415000.0,D
D,1964-08-05 18:00:00,1.0164,86.051,-0.26826,76083000.0,D
D,1964-08-06 18:00:00,1.0323,85.556,-0.26328,76813000.0,D
D,1964-08-07 18:00:00,1.0097,87.741,-0.12822,161550000.0,D
D,1964-08-08 18:00:00,1.023,84.784,-0.26157,72984000.0,D
D,1964-08-09 18:00:00,1.0068,88.845,-0.13497,159980000.0,D
D,1964-08-10 18:00:00,1.0277,89.183,-0.28118,73068000.0,D
D,1964-08-11 18:00:00,1.0069,88.437,-0.27915,73481000.0,D
D,1964-08-12 18:00:00,1.014,89.218,-0.28066,72966000.0,D
D,1964-08-13 18:00:00,1.0452,87.398,-0.27991,71170000.0,D
D,1964-08-14 18:00:00,1.019,85.186,-0.26825,70439000.0,D
D,1964-08-15 18:00:00,1.0281,83.121,-0.25077,69684000.0,D
D,1964-08-16 18:00:00,1.0235,82.096,-0.23292,69025000.0,D
D,1964-08-17 18:00:00,1.0164,79.952,-0.20439,66934000.0,D
D,1964-08-18 18:00:00,1.0308,82.898,-0.25022,60994000.0,D
D,1964-08-19 18:00:00,1.0244,83.694,-0.26187,60222000.0,D
D,1964-08-20 18:00:00,1.0067,88.467,-0.28998,60275000.0,D
D,1964-08-21 18:00:00,1.0175,88.943,-0.2926,57949000.0,D
D,1964-08-22 18:00:00,1.0385,88.59,-0.29379,56801000.0,D
D,1964-08-23 18:00:00,1.0262,88.853,-0.10554,162010000.0,D
D,1964-08-24 18:00:00,1.0518,87.127,-0.29334,52798000.0,D
D,1964-08-25 18:00:00,1.0075,87.758,-0.24155,119550000.0,D
D,1964-08-26 18:00:00,1.0142,85.65,-0.22292,118550000.0,D
D,1964-08-27 18:00:00,1.0501,87.351,-0.22709,114730000.0,D
D,1964-08-28 18:00:00,1.0236,85.333,-0.1829,115420000.0,D
D,1964-08-29 18:00:00,1.0027,84.88,-0.17795,118220000.0,D
D,1964-08-30 18:00:00,1.0199,86.281,-0.18926,116400000.0,D
D,1964-08-31 18:00:00,1.0093,87.631,-0.17516,104970000.0,D
D,1964-09-01 18:00:00,1.0444,81.336,-0.071706,100420000.0,D
D,1964-09-02 18:00:00,1.0301,76.41,0.10693,98933000.0,D
D,1964-09-03 18:00:00,1.0502,75.222,0.20886,98444000.0,D
D,1964-09-04 18:00:00,1.0431,76.763,0.12113,101650000.0,D
D,1964-09-05 18:00:00,1.0426,75.153,0.12347,102720000.0,D
D,1964-09-06 18:00:00,1.007,75.994,0.13613,96732000.0,D
D,1964-09-07 18:00:00,1.021,79.391,0.049629,91356000.0,D
D,1964-09-08 18:00:00,1.0216,79.17,0.23014,69079000.0,D
D,1964-09-09 18:00:00,1.0099,82.802,0.2198,66550000.0,D
D,1964-09-10 18:00:00,1.0236,87.941,0.3454,61981000.0,D
D,1964-09-11 18:00:00,1.051,85.211,0.4209,59625000.0,D
D,1964-09-12 18:00:00,1.1105,86.291,0.4613,62133000.0,D
D,1964-09-13 18:00:00,1.1534,88.379,0.61149,58569000.0,D
D,1964-09-14 18:00:00,1.0986,87.938,0.90872,52684000.0,D
D,1964-09-15 18:00:00,1.0247,85.818,1.3891,46695000.0,D
D,1964-09-16 18:00:00,1.1002,84.18,2.0712,41960000.0,D
D,1964-09-17 18:00:00,1.17,84.267,2.5853,44371000.0,D
D,1964-09-18 18:00:00,1.0734,83.812,4.2401,36977000.0,D
D,1964-09-19 18:00:00,1.1362,83.593,4.1404,32089000.0,D
D,1964-09-20 18:00:00,1.1299,86.179,3.016,29419000.0,D
D,1964-09-21 18:00:00,1.2446,87.469,0.32887,26874000.0,D
D,1964-09-22 18:00:00,1.368,87.258,0.17732,25995000.0,D
D,1964-09-23 18:00:00,1.4163,87.468,0.19811,25609000.0,D
D,1964-09-24 18:00:00,1.4231,86.551,0.25182,25158000.0,D
D,1964-09-25 18:00:00,1.3023,84.378,0.26878,26138000.0,D
D,1964-09-26 18:00:00,1.2148,82.281,0.22964,26690000.0,D
D,1964-09-27 18:00:00,1.2302,81.375,0.22076,25936000.0,D
D,1964-09-28 18:00:00,1.3374,81.863,0.23075,25699000.0,D
D,1964-09-29 18:00:00,1.4183,83.023,0.21194,25584000.0,D
D,1964-09-30 18:00:00,1.4169,84.116,0.19627,25168000.0,D
D,1964-10-01 18:00:00,1.4034,85.524,0.19516,25858000.0,D
D,1964-10-02 18:00:00,1.3297,85.85,0.19543,25110000.0,D
D,1964-10-03 18:00:00,1.3163,84.991,0.20546,23845000.0,D
D,1964-10-04 18:00:00,1.2299,84.304,0.18404,23042000.0,D
D,1964-10-05 18:00:00,1.1755,82.909,0.17223,22515000.0,D
D,1964-10-06 18:00:00,1.1384,82.707,0.18214,24853000.0,D
D,1964-10-07 18:00:00,1.0711,82.607,0.20409,26060000.0,D
D,1964-10-08 18:00:00,1.102,82.952,0.19923,25312000.0,D
D,1964-10-09 18:00:00,1.2143,82.261,0.20684,27268000.0,D
D,1964-10-10 18:00:00,1.3825,82.397,0.21063,27717000.0,D
D,1964-10-11 18:00:00,1.5993,82.683,0.2069,26074000.0,D
D,1964-10-12 18:00:00,1.7176,83.281,0.21311,25972000.0,D
D,1964-10-13 18:00:00,1.7873,82.977,0.18378,25807000.0,D
D,1964-10-14 18:00:00,1.7889,82.868,0.1646,27352000.0,D
D,1964-10-15 18:00:00,1.8073,83.512,0.14258,28455000.0,D
D,1964-10-16 18:00:00,1.7925,83.535,0.17281,28001000.0,D
D,1964-10-17 18:00:00,1.8076,82.631,0.19818,27258000.0,D
D,1964-10-18 18:00:00,1.8099,81.319,0.18123,25993000.0,D
D,1964-10-19 18:00:00,1.8539,80.475,0.19034,25877000.0,D
D,1964-10-20 18:00:00,1.7237,79.736,0.21649,26534000.0,D
D,1964-10-21 18:00:00,1.4964,78.456,0.21808,27047000.0,D
D,1964-10-22 18:00:00,1.406,78.017,0.21254,27909000.0,D
D,1964-10-23 18:00:00,1.53,78.671,0.1823,28655000.0,D
D,1964-10-24 18:00:00,1.6651,80.093,0.16832,27185000.0,D
D,1964-10-25 18:00:00,1.7085,81.842,0.24451,25999000.0,D
D,1964-10-26 18:00:00,1.7714,83.039,0.26111,25457000.0,D
D,1964-10-27 18:00:00,1.8268,83.321,0.20843,25409000.0,D
D,1964-10-28 18:00:00,1.7656,82.817,0.18699,25336000.0,D
D,1964-10-29 18:00:00,1.6741,80.835,0.25372,26820000.0,D
D,1964-10-30 18:00:00,1.6176,78.819,0.37174,28698000.0,D
D,1964-10-31 18:00:00,1.5132,77.998,0.41097,27928000.0,D
D,1964-11-01 18:00:00,1.4018,77.382,0.34481,26615000.0,D
D,1964-11-02 18:00:00,1.2817,77.978,0.24336,25068000.0,D
D,1964-11-03 18:00:00,1.2377,77.967,0.21218,25928000.0,D
D,1964-11-04 18:00:00,1.2576,76.857,0.21067,26641000.0,D
D,1964-11-05 18:00:00,1.3669,75.981,0.23018,27790000.0,D
D,1964-11-06 18:00:00,1.4554,75.157,0.26961,29148000.0,D
D,1964-11-07 18:00:00,1.5072,74.43,0.2586,29857000.0,D
D,1964-11-08 18:00:00,1.5498,73.986,0.23022,31743000.0,D
D,1964-11-09 18:00:00,1.5097,73.948,0.2263,32132000.0,D
D,1964-11-10 18:00:00,1.4662,74.123,0.26016,31153000.0,D
D,1964-11-11 18:00:00,1.4307,74.089,0.26013,29987000.0,D
D,1964-11-12 18:00:00,1.4196,73.861,0.2348,27978000.0,D
D,1964-11-13 18:00:00,1.4065,73.586,0.21938,27547000.0,D
D,1964-11-14 18:00:00,1.3434,74.22,0.21918,26915000.0,D
D,1964-11-15 18:00:00,1.2448,75.375,0.20932,25099000.0,D
D,1964-11-16 18:00:00,1.1309,76.752,0.18281,23877000.0,D
D,1964-11-17 18:00:00,1.1363,78.374,0.18225,24025000.0,D
D,1964-11-18 18:00:00,1.2323,80.092,0.2011,21467000.0,D
D,1964-11-19 18:00:00,1.3509,80.257,0.26881,21405000.0,D
D,1964-11-20 18:00:00,1.5992,80.286,0.53318,22066000.0,D
D,1964-11-21 18:00:00,2.0935,80.612,1.1748,22359000.0,D
D,1964-11-22 18:00:00,2.7377,83.875,0.62212,25580000.0,S
D,1964-11-23 18:00:00,2.8088,84.391,-0.059781,29027000.0,S
D,1964-11-24 18:00:00,2.5729,81.441,-0.1246,29011000.0,S
D,1964-11-25 18:00:00,1.8937,79.856,0.11144,28200000.0,D
D,1964-11-26 18:00:00,1.3808,79.804,0.14193,27608000.0,D
D,1964-11-27 18:00:00,1.3844,79.938,0.13431,29063000.0,D
D,1964-11-28 18:00:00,1.4815,80.186,0.12557,29136000.0,D
D,1964-11-29 18:00:00,1.4836,80.517,0.14545,28008000.0,D
D,1964-11-30 18:00:00,1.4411,81.126,0.15835,27762000.0,D
D,1964-12-01 18:00:00,1.4223,82.319,0.16002,28079000.0,D
D,1964-12-02 18:00:00,1.434,83.36,0.14948,28293000.0,D
D,1964-12-03 18:00:00,1.4035,84.674,0.15834,28382000.0,D
D,1964-12-04 18:00:00,1.324,84.496,0.17469,27670000.0,D
D,1964-12-05 18:00:00,1.3887,83.741,0.15644,27081000.0,D
D,1964-12-06 18:00:00,1.5644,83.504,0.13466,27622000.0,D
D,1964-12-07 18:00:00,1.7102,83.152,0.12297,27528000.0,D
D,1964-12-08 18:00:00,1.6463,82.177,0.12658,27914000.0,D
D,1964-12-09 18:00:00,1.5278,80.876,0.13873,27695000.0,D
D,1964-12-10 18:00:00,1.4451,79.221,0.14476,28139000.0,D
D,1964-12-11 18:00:00,1.4242,78.495,0.13175,28416000.0,D
D,1964-12-12 18:00:00,1.3357,78.245,0.14567,28486000.0,D
D,1964-12-13 18:00:00,1.2595,78.237,0.15437,30272000.0,D
D,1964-12-14 18:00:00,1.3557,79.036,0.16436,30599000.0,D
D,1964-12-15 18:00:00,1.5693,80.179,0.17933,30221000.0,D
D,1964-12-16 18:00:00,1.771,82.408,0.16643,30959000.0,D
D,1964-12-17 18:00:00,1.9962,83.838,0.11121,30332000.0,D
D,1964-12-18 18:00:00,2.3029,84.511,-0.02449,30816000.0,D
D,1964-12-19 18:00:00,2.5419,84.729,-0.13803,32507000.0,S
D,1964-12-20 18:00:00,2.5824,84.623,-0.15419,33591000.0,S
D,1964-12-21 18:00:00,2.7421,84.553,-0.14781,31597000.0,S
D,1964-12-22 18:00:00,2.8512,83.655,-0.07435,30560000.0,S
D,1964-12-23 18:00:00,2.8902,82.938,-0.038182,30245000.0,S
D,1964-12-24 18:00:00,2.5416,82.767,0.044619,28978000.0,S
D,1964-12-25 18:00:00,1.848,84.078,0.1896,27495000.0,D
D,1964-12-26 18:00:00,1.3081,82.936,0.20634,26433000.0,D
D,1964-12-27 18:00:00,1.0806,80.961,0.17026,27495000.0,D
D,1964-12-28 18:00:00,1.1107,80.372,0.1526,28005000.0,D
D,1964-12-29 18:00:00,1.2477,81.256,0.14541,27238000.0,D
D,1964-12-30 18:00:00,1.3832,81.615,0.13512,28695000.0,D
D,1964-12-31 18:00:00,1.297,81.801,0.14383,27922000.0,D
D,1965-01-01 18:00:00,1.2544,81.509,0.15207,27096000.0,D
D,1965-01-02 18:00:00,1.2308,80.574,0.1477,27527000.0,D
D,1965-01-03 18:00:00,1.2869,80.483,0.153,28559000.0,D
D,1965-01-04 18:00:00,1.3798,80.834,0.15045,27736000.0,D
D,1965-01-05 18:00:00,1.5902,80.638,0.12889,28476000.0,D
D,1965-01-06 18:00:00,1.8947,79.459,0.11388,29749000.0,D
D,1965-01-07 18:00:00,2.0856,78.531,0.1373,31021000.0,D
D,1965-01-08 18:00:00,2.0509,77.491,0.12212,30713000.0,D
D,1965-01-09 18:00:00,1.8347,76.454,0.11393,30435000.0,D
D,1965-01-10 18:00:00,1.5696,76.498,0.12586,29548000.0,D
D,1965-01-11 18:00:00,1.4675,77.68,0.12848,28405000.0,D
D,1965-01-12 18:00:00,1.4001,78.938,0.13964,26642000.0,D
D,1965-01-13 18:00:00,1.4574,80.321,0.15485,25993000.0,D
D,1965-01-14 18:00:00,1.7094,81.489,0.14637,25287000.0,D
D,1965-01-15 18:00:00,1.8526,82.407,0.14814,25458000.0,D
D,1965-01-16 18:00:00,1.811,82.156,0.19328,25644000.0,D
D,1965-01-17 18:00:00,1.7584,81.725,0.18952,26773000.0,D
D,1965-01-18 18:00:00,1.7597,81.083,0.17451,26241000.0,D
